County,Year,Population,State
Jasper County,2014,19247,South Carolina
Manassas Park city,2008,19251,Virginia
Hampton County,2009,19291,South Carolina
Haywood County,2012,19292,Tennessee
Humphreys County,2023,19293,Tennessee
Greene County,2015,19295,Virginia
Saluda County,2023,19300,South Carolina
Buchanan County,2022,19329,Virginia
Fentress County,2022,19336,Tennessee
Scott County,2005,19338,Tennessee
Waynesboro city,2010,19338,Virginia
Hampton County,2008,19371,South Carolina
DeKalb County,2018,19381,Tennessee
Smith County,2017,19382,Tennessee
Morgan County,2013,19388,Tennessee
Overton County,2007,19389,Tennessee
Manassas Park city,2007,19426,Virginia
Hampton County,2007,19451,South Carolina
Saluda County,2024,19452,South Carolina
Bristol city,2011,19467,Virginia
Haywood County,2011,19474,Tennessee
Union County,2019,19481,Tennessee
Scott County,2006,19502,Tennessee
Hampton County,2006,19530,South Carolina
Edgefield County,2014,19540,South Carolina
Humphreys County,2024,19554,Tennessee
Greene County,2016,19561,Virginia
Grainger County,2010,19581,Tennessee
Smith County,2018,19583,Tennessee
Manassas Park city,2006,19601,Virginia
Morgan County,2014,19607,Tennessee
Hampton County,2005,19610,South Carolina
Waynesboro city,2011,19630,Virginia
Overton County,2008,19634,Tennessee
Fairfax city,2012,19639,Virginia
King George County,2005,19647,Virginia
Haywood County,2010,19655,Tennessee
Scott County,2007,19665,Tennessee
Bristol city,2010,19705,Virginia
Fentress County,2023,19708,Tennessee
Goochland County,2014,19722,Virginia
Macon County,2009,19740,Tennessee
DeKalb County,2019,19775,Tennessee
Manassas Park city,2005,19776,Virginia
Smith County,2019,19785,Tennessee
Morgan County,2015,19826,Tennessee
Greene County,2017,19827,Virginia
Scott County,2008,19828,Tennessee
Haywood County,2009,19837,Tennessee
Union County,2020,19845,Tennessee
Overton County,2009,19879,Tennessee
Buchanan County,2021,19886,Virginia
New Kent County,2017,19892,Virginia
Waynesboro city,2012,19922,Virginia
Bristol city,2009,19943,Virginia
Smith County,2020,19966,Tennessee
Grainger County,2011,19971,Tennessee
Scott County,2009,19991,Tennessee
Union County,2021,20018,Tennessee
Haywood County,2008,20019,Tennessee
Morgan County,2016,20045,Tennessee
Greene County,2018,20092,Virginia
Overton County,2010,20124,Tennessee
Fentress County,2024,20129,Tennessee
King George County,2006,20132,Virginia
Scott County,2010,20154,Tennessee
Smith County,2021,20166,Tennessee
Fairfax city,2013,20177,Virginia
Bristol city,2008,20181,Virginia
DeKalb County,2020,20191,Tennessee
Haywood County,2007,20200,Tennessee
Waynesboro city,2013,20214,Virginia
Macon County,2010,20240,Tennessee
Buchanan County,2020,20250,Virginia
Morgan County,2017,20265,Tennessee
Scott County,2011,20318,Tennessee
Greene County,2019,20358,Virginia
Grainger County,2012,20362,Tennessee
Fairfield County,2024,20369,South Carolina
Overton County,2011,20369,Tennessee
Haywood County,2006,20382,Tennessee
Fairfield County,2023,20392,South Carolina
Bristol city,2007,20419,Virginia
Fairfield County,2022,20430,South Carolina
Barnwell County,2023,20448,South Carolina
Barnwell County,2022,20469,South Carolina
Scott County,2012,20481,Tennessee
Union County,2022,20483,Tennessee
Morgan County,2018,20484,Tennessee
Smith County,2022,20485,Tennessee
Barnwell County,2024,20495,South Carolina
DeKalb County,2021,20506,Tennessee
Waynesboro city,2014,20506,Virginia
Edgefield County,2015,20532,South Carolina
Smith County,2023,20545,Tennessee
White County,2005,20548,Tennessee
Goochland County,2015,20558,Virginia
Haywood County,2005,20564,Tennessee
Barnwell County,2020,20590,South Carolina
Barnwell County,2021,20604,South Carolina
Greene County,2020,20608,Virginia
Overton County,2012,20614,Tennessee
King George County,2007,20618,Virginia
Prince Edward County,2005,20620,Virginia
Barnwell County,2019,20624,South Carolina
Scott County,2013,20644,Tennessee
Bristol city,2006,20657,Virginia
Buchanan County,2019,20658,Virginia
Barnwell County,2018,20659,South Carolina
Fairfield County,2021,20686,South Carolina
Barnwell County,2017,20694,South Carolina
Prince Edward County,2006,20701,Virginia
Morgan County,2019,20703,Tennessee
Fairfax city,2014,20716,Virginia
Barnwell County,2016,20728,South Carolina
Macon County,2011,20740,Tennessee
Union County,2023,20747,Tennessee
Grainger County,2013,20752,Tennessee
Fredericksburg city,2005,20755,Virginia
Barnwell County,2015,20763,South Carolina
Prince Edward County,2007,20782,Virginia
Smith County,2024,20783,Tennessee
Barnwell County,2014,20797,South Carolina
Waynesboro city,2015,20797,Virginia
Scott County,2014,20807,Tennessee
Barnwell County,2013,20832,South Carolina
Overton County,2013,20859,Tennessee
Jasper County,2015,20862,South Carolina
Prince Edward County,2008,20863,Virginia
Barnwell County,2012,20867,South Carolina
Fairfield County,2020,20872,South Carolina
Bristol city,2005,20895,Virginia
Barnwell County,2011,20901,South Carolina
New Kent County,2018,20935,Virginia
Barnwell County,2010,20936,South Carolina
Fairfield County,2019,20939,South Carolina
Prince Edward County,2009,20943,Virginia
Barnwell County,2009,20970,South Carolina
Scott County,2015,20970,Tennessee
White County,2006,20996,Tennessee
Barnwell County,2008,21005,South Carolina
Greene County,2021,21007,Virginia
DeKalb County,2022,21013,Tennessee
Prince Edward County,2010,21024,Virginia
Greene County,2022,21026,Virginia
Barnwell County,2007,21040,South Carolina
Morgan County,2020,21050,Tennessee
Union County,2024,21064,Tennessee
Fairfield County,2018,21069,South Carolina
Buchanan County,2018,21072,Virginia
Barnwell County,2006,21074,South Carolina
Waynesboro city,2016,21089,Virginia
King George County,2008,21103,Virginia
Overton County,2014,21104,Tennessee
Prince Edward County,2011,21105,Virginia
Barnwell County,2005,21109,South Carolina
Morgan County,2021,21120,Tennessee
Scott County,2016,21134,Tennessee
Grainger County,2014,21143,Tennessee
Morgan County,2022,21176,Tennessee
Prince Edward County,2012,21186,Virginia
Fairfield County,2017,21199,South Carolina
Hickman County,2005,21212,Tennessee
Fredericksburg city,2006,21233,Virginia
Macon County,2012,21240,Tennessee
Caroline County,2005,21246,Virginia
Fairfax city,2015,21255,Virginia
Marshall County,2005,21257,Tennessee
Prince Edward County,2013,21267,Virginia
Scott County,2017,21297,Tennessee
Fairfield County,2016,21329,South Carolina
DeKalb County,2023,21337,Tennessee
Prince Edward County,2014,21348,Virginia
Overton County,2015,21349,Tennessee
Waynesboro city,2017,21381,Virginia
Scott County,2024,21388,Virginia
Greene County,2023,21391,Virginia
Goochland County,2016,21394,Virginia
Prince Edward County,2015,21429,Virginia
White County,2007,21444,Tennessee
Scott County,2023,21444,Virginia
Fairfield County,2015,21459,South Carolina
Scott County,2018,21460,Tennessee
Hickman County,2006,21461,Tennessee
Scott County,2021,21479,Virginia
Buchanan County,2017,21487,Virginia
Scott County,2022,21497,Virginia
Morgan County,2023,21503,Tennessee
Prince Edward County,2016,21510,Virginia
Edgefield County,2016,21524,South Carolina
Grainger County,2015,21533,Tennessee
Scott County,2020,21586,Virginia
King George County,2009,21588,Virginia
Fairfield County,2014,21589,South Carolina
Prince Edward County,2017,21591,Virginia
Overton County,2016,21594,Tennessee
Scott County,2019,21608,Virginia
Scott County,2019,21623,Tennessee
Scott County,2018,21651,Virginia
Prince Edward County,2018,21672,Virginia
Waynesboro city,2018,21673,Virginia
Scott County,2017,21694,Virginia
Hickman County,2007,21709,Tennessee
Fredericksburg city,2007,21710,Virginia
Fairfield County,2013,21719,South Carolina
Scott County,2016,21737,Virginia
Macon County,2013,21740,Tennessee
Greene County,2024,21744,Virginia
DeKalb County,2024,21747,Tennessee
Prince Edward County,2019,21752,Virginia
Lee County,2023,21761,Virginia
Lee County,2024,21780,Virginia
Scott County,2015,21780,Virginia
Fairfax city,2016,21794,Virginia
Scott County,2014,21823,Virginia
Overton County,2017,21839,Tennessee
Lee County,2022,21842,Virginia
Fairfield County,2012,21849,South Carolina
Prince Edward County,2022,21856,Virginia
Scott County,2013,21866,Virginia
Scott County,2020,21876,Tennessee
Louisa County,2005,21879,Virginia
Caroline County,2006,21884,Virginia
White County,2008,21892,Tennessee
Prince Edward County,2020,21893,Virginia
Scott County,2021,21895,Tennessee
Buchanan County,2016,21901,Virginia
Scott County,2012,21909,Virginia
Grainger County,2016,21923,Tennessee
Scott County,2011,21952,Virginia
Morgan County,2024,21954,Tennessee
Prince Edward County,2021,21955,Virginia
Hickman County,2008,21958,Tennessee
Waynesboro city,2019,21965,Virginia
New Kent County,2019,21977,Virginia
Fairfield County,2011,21979,South Carolina
Scott County,2010,21996,Virginia
Prince Edward County,2023,21998,Virginia
Fluvanna County,2005,22005,Virginia
Lee County,2021,22009,Virginia
Scott County,2022,22033,Tennessee
Scott County,2009,22039,Virginia
King George County,2010,22073,Virginia
Scott County,2008,22082,Virginia
Overton County,2018,22084,Tennessee
Lee County,2020,22107,Virginia
Fairfield County,2010,22109,South Carolina
Scott County,2007,22125,Virginia
Marshall County,2006,22127,Tennessee
Scott County,2006,22168,Virginia
Lee County,2019,22170,Virginia
Fredericksburg city,2008,22188,Virginia
Hickman County,2009,22206,Tennessee
Scott County,2005,22211,Virginia
Goochland County,2017,22230,Virginia
Fairfield County,2009,22239,South Carolina
Macon County,2014,22240,Tennessee
Scott County,2023,22245,Tennessee
Lee County,2018,22260,Virginia
Prince Edward County,2024,22276,Virginia
Waynesboro city,2020,22277,Virginia
Grainger County,2017,22314,Tennessee
Buchanan County,2015,22315,Virginia
Overton County,2019,22329,Tennessee
Fairfax city,2017,22332,Virginia
White County,2009,22339,Tennessee
Lee County,2017,22350,Virginia
Fluvanna County,2006,22363,Virginia
Rockbridge County,2024,22368,Virginia
Fairfield County,2008,22369,South Carolina
Rockbridge County,2023,22394,Virginia
Lee County,2016,22440,Virginia
Hickman County,2010,22454,Tennessee
Jasper County,2016,22477,South Carolina
Fairfield County,2007,22499,South Carolina
Edgefield County,2017,22516,South Carolina
Scott County,2024,22517,Tennessee
Caroline County,2007,22523,Virginia
Lee County,2015,22531,Virginia
King George County,2011,22558,Virginia
Rockbridge County,2022,22585,Virginia
Overton County,2020,22587,Tennessee
Waynesboro city,2021,22606,Virginia
Lee County,2014,22621,Virginia
Fairfield County,2006,22629,South Carolina
Rockbridge County,2021,22651,Virginia
Rockbridge County,2020,22657,Virginia
Fredericksburg city,2009,22665,Virginia
Hickman County,2011,22703,Tennessee
Grainger County,2018,22704,Tennessee
Lee County,2013,22711,Virginia
Fluvanna County,2007,22721,Virginia
Buchanan County,2014,22730,Virginia
Abbeville County,2005,22737,South Carolina
Macon County,2015,22740,Tennessee
Waynesboro city,2022,22742,Virginia
Fairfield County,2005,22759,South Carolina
Rockbridge County,2019,22781,Virginia
White County,2010,22787,Tennessee
Lee County,2012,22801,Virginia
Abbeville County,2006,22836,South Carolina
Overton County,2021,22836,Tennessee
Hopewell city,2022,22848,Virginia
Rockbridge County,2018,22865,Virginia
Fairfax city,2018,22871,Virginia
Hopewell city,2023,22883,Virginia
Lee County,2011,22891,Virginia
Abbeville County,2007,22935,South Carolina
Louisa County,2006,22944,Virginia
Rockbridge County,2017,22948,Virginia
Hickman County,2012,22951,Tennessee
Hopewell city,2024,22970,Virginia
Lee County,2010,22982,Virginia
Overton County,2022,22992,Tennessee
Marshall County,2007,22997,Tennessee
Hopewell city,2020,23012,Virginia
Rockbridge County,2016,23032,Virginia
Abbeville County,2008,23034,South Carolina
Hopewell city,2019,23043,Virginia
King George County,2012,23044,Virginia
Goochland County,2018,23066,Virginia
Hopewell city,2018,23071,Virginia
Lee County,2009,23072,Virginia
Fluvanna County,2008,23079,Virginia
Hopewell city,2021,23081,Virginia
Waynesboro city,2023,23083,Virginia
Grainger County,2019,23095,Tennessee
Hopewell city,2017,23099,Virginia
Rockbridge County,2015,23115,Virginia
New Kent County,2020,23126,Virginia
Hopewell city,2016,23128,Virginia
Abbeville County,2009,23133,South Carolina
Fredericksburg city,2010,23143,Virginia
Buchanan County,2013,23144,Virginia
Hopewell city,2015,23156,Virginia
Caroline County,2008,23161,Virginia
Lee County,2008,23162,Virginia
Hopewell city,2014,23184,Virginia
Rockbridge County,2014,23199,Virginia
Hickman County,2013,23200,Tennessee
Hopewell city,2013,23212,Virginia
Abbeville County,2010,23232,South Carolina
White County,2011,23235,Tennessee
Macon County,2016,23240,Tennessee
Hopewell city,2012,23240,Virginia
Lee County,2007,23252,Virginia
Hopewell city,2011,23269,Virginia
Rockbridge County,2013,23282,Virginia
Hopewell city,2010,23297,Virginia
Hopewell city,2009,23325,Virginia
Abbeville County,2011,23331,South Carolina
Lee County,2006,23342,Virginia
Hopewell city,2008,23353,Virginia
Overton County,2023,23358,Tennessee
Rockbridge County,2012,23366,Virginia
Hopewell city,2007,23381,Virginia
Fairfax city,2019,23410,Virginia
Hopewell city,2006,23410,Virginia
Abbeville County,2012,23430,South Carolina
Lee County,2005,23433,Virginia
Fluvanna County,2009,23437,Virginia
Hopewell city,2005,23438,Virginia
Hickman County,2014,23448,Tennessee
Salem city,2005,23448,Virginia
Rockbridge County,2011,23449,Virginia
Powhatan County,2005,23468,Virginia
Waynesboro city,2024,23498,Virginia
Edgefield County,2018,23508,South Carolina
Abbeville County,2013,23529,South Carolina
King George County,2013,23529,Virginia
Rockbridge County,2010,23533,Virginia
Overton County,2024,23551,Tennessee
Buchanan County,2012,23559,Virginia
Grainger County,2020,23569,Tennessee
Salem city,2006,23576,Virginia
Rockbridge County,2009,23616,Virginia
Fredericksburg city,2011,23620,Virginia
